time,lookback,model,random_state,MSE_on_val,RMSE_on_val,MAE_on_val,r2score_on_val
2022-11-06 16:46:30,3,lightGBM,11,0.2906009130827065,0.5390741257774356,0.4055233482822221,0.9890578150702966
2022-11-06 16:46:30,3,lightGBM,22,0.2991861889543034,0.5469791485553205,0.406588355796707,0.9886750615691048
2022-11-06 16:46:31,3,lightGBM,33,0.29849673850645053,0.5463485503837734,0.4078383993937059,0.9888115935983693
2022-11-06 16:46:32,3,lightGBM,44,0.2958899678655195,0.5439576894074755,0.4058712430462472,0.9887921407921358
2022-11-06 16:46:32,3,lightGBM,55,0.2911976451718663,0.5396273206314394,0.4058251976008347,0.9889883269312028
2022-11-06 16:46:33,3,lightGBM,66,0.28911250493823853,0.537691830827137,0.40601523478353146,0.989138462484179
2022-11-06 16:46:33,3,lightGBM,77,0.29031538448012706,0.5388092282804063,0.40464178194289535,0.989016190810699
2022-11-06 16:46:34,3,lightGBM,88,0.29468124709313837,0.5428455094160201,0.4051338353828985,0.988866148944762
2022-11-06 16:46:34,3,lightGBM,99,0.2944124657663367,0.5425978858845072,0.4066891856104779,0.9888987299078682
2022-11-06 16:46:35,4,lightGBM,11,0.29380521629609785,0.5420380210797927,0.4077801476134341,0.9889874289445901
2022-11-06 16:46:36,4,lightGBM,22,0.29247651747529885,0.5408109812820916,0.4049567766245092,0.9888897401726382
2022-11-06 16:46:36,4,lightGBM,33,0.29384025930686436,0.5420703453490741,0.4058507256442379,0.9889352908675966
2022-11-06 16:46:37,4,lightGBM,44,0.2942933509365713,0.54248811133201,0.40469146135038675,0.9888386905548545
2022-11-06 16:46:38,4,lightGBM,55,0.29023688128754715,0.5387363745725242,0.40517825267961366,0.9890156337092672
2022-11-06 16:46:38,4,lightGBM,66,0.293596940588324,0.5418458642347692,0.40622334591827475,0.9889823728434518
2022-11-06 16:46:39,4,lightGBM,77,0.29595792657537406,0.5440201527290823,0.40658139306904667,0.9888285757408557
2022-11-06 16:46:40,4,lightGBM,88,0.28857347332092387,0.5371903511055685,0.4046690289747375,0.9890579828279359
2022-11-06 16:46:40,4,lightGBM,99,0.2926051356429218,0.5409298805232724,0.4050243154535574,0.9889398720800858
2022-11-06 16:46:41,5,lightGBM,11,0.28850857148510184,0.5371299391070115,0.40516294052615065,0.9891539688091866
2022-11-06 16:46:42,5,lightGBM,22,0.28998280685405275,0.5385005170415835,0.40303345583978517,0.9889877798090267
2022-11-06 16:46:42,5,lightGBM,33,0.297314395800699,0.5452654360957597,0.4066959333344277,0.9888190207159446
2022-11-06 16:46:43,5,lightGBM,44,0.2986075995419752,0.5464499972934168,0.4041039240424328,0.9886578974888546
2022-11-06 16:46:44,5,lightGBM,55,0.2860303487178223,0.5348180519745218,0.40356742424997927,0.9891862698974603
2022-11-06 16:46:44,5,lightGBM,66,0.2872766212907998,0.5359819225410497,0.4057142138546176,0.9891681735524106
2022-11-06 16:46:45,5,lightGBM,77,0.29345236358353716,0.5417124362459635,0.405536471622175,0.9889160170480215
2022-11-06 16:46:46,5,lightGBM,88,0.297924376200525,0.5458244921222617,0.4057719551172402,0.9887695835144582
2022-11-06 16:46:46,5,lightGBM,99,0.2925093661603674,0.5408413502686046,0.40615624450233667,0.9889691317341837
2022-11-06 16:46:47,6,lightGBM,11,0.2900881931617016,0.538598359783709,0.4064308033311058,0.9891174313804442
2022-11-06 16:46:47,6,lightGBM,22,0.29299281087370693,0.5412881033919986,0.4047299405214829,0.9888807335067699
2022-11-06 16:46:48,6,lightGBM,33,0.2992581756432933,0.547044948467028,0.4077016924392003,0.9887909813189231
2022-11-06 16:46:49,6,lightGBM,44,0.2948952516260304,0.5430425873041915,0.4051888112257609,0.988804638609933
2022-11-06 16:46:49,6,lightGBM,55,0.2896667420848075,0.5382069695617175,0.40471307832039166,0.9890439846560717
2022-11-06 16:46:50,6,lightGBM,66,0.2913133595665408,0.5397345269357342,0.4052710348449009,0.9890619637362057
2022-11-06 16:46:51,6,lightGBM,77,0.28753437395022363,0.5362223176539966,0.4037613823509238,0.9891184160514395
2022-11-06 16:46:51,6,lightGBM,88,0.29515123169398966,0.5432782267807074,0.40555382217574015,0.9888601414246413
2022-11-06 16:46:52,6,lightGBM,99,0.29561491936710416,0.5437048090343731,0.40699780453244716,0.9888709732793876
2022-11-06 16:46:52,7,lightGBM,11,0.2926305570836588,0.540953377920555,0.40585547202379446,0.988992487647077
2022-11-06 16:46:53,7,lightGBM,22,0.2924827668481228,0.5408167590303787,0.40480458632917404,0.9889139587074144
2022-11-06 16:46:54,7,lightGBM,33,0.29609073806829883,0.5441422039028941,0.40706536554669365,0.988849688894325
2022-11-06 16:46:54,7,lightGBM,44,0.2916276233007407,0.540025576524613,0.4039220674113664,0.9889124235015121
2022-11-06 16:46:55,7,lightGBM,55,0.28665184271222716,0.535398769808287,0.4036401677645853,0.9891077553575607
2022-11-06 16:46:56,7,lightGBM,66,0.2891217376894726,0.5377004163002597,0.4058179696737862,0.9891055976198646
2022-11-06 16:46:56,7,lightGBM,77,0.29183979377511365,0.540221985645821,0.40521679988549075,0.9889598842262624
2022-11-06 16:46:57,7,lightGBM,88,0.2920841839991625,0.5404481325707052,0.4047609642074419,0.9889580202028769
2022-11-06 16:46:58,7,lightGBM,99,0.2937720966021993,0.5420074691387557,0.40487118580978715,0.98890584657947
2022-11-06 16:46:58,8,lightGBM,11,0.2844984571702633,0.5333839678601742,0.40456633605148395,0.9892825939891435
2022-11-06 16:46:59,8,lightGBM,22,0.2915736087279031,0.5399755630840187,0.40377297728792366,0.9889130199834201
2022-11-06 16:46:59,8,lightGBM,33,0.2974666379784702,0.5454050219593419,0.40699997056751136,0.9888207466598473
2022-11-06 16:47:00,8,lightGBM,44,0.2911652052619275,0.5395972620963968,0.4041485459130019,0.9889236661966306
2022-11-06 16:47:01,8,lightGBM,55,0.28890259595652296,0.5374966008790408,0.40407573416735404,0.9890317519588021
2022-11-06 16:47:01,8,lightGBM,66,0.29024886617036383,0.5387474976000945,0.40632584872203575,0.9891005956737855
2022-11-06 16:47:02,8,lightGBM,77,0.2882348264261001,0.5368750566250029,0.40434153156919395,0.9890697984033309
2022-11-06 16:47:03,8,lightGBM,88,0.29886552762233143,0.5466859497209814,0.40632805305356257,0.9887477341508938
2022-11-06 16:47:03,8,lightGBM,99,0.2952400402135028,0.5433599545545318,0.40596248345598956,0.9888803772140166
2022-11-06 16:47:04,9,lightGBM,11,0.288584429370363,0.5372005485573921,0.40520168418744906,0.9891577627699425
2022-11-06 16:47:05,9,lightGBM,22,0.2922063803848952,0.5405611717325757,0.4049262162733121,0.9889396763368598
2022-11-06 16:47:05,9,lightGBM,33,0.2946978570899361,0.5428608082095595,0.40646355138998097,0.9888903160733045
2022-11-06 16:47:06,9,lightGBM,44,0.30032745253528376,0.5480213978808526,0.40419002305794866,0.9886050726229803
2022-11-06 16:47:06,9,lightGBM,55,0.28502487288058664,0.5338772076803678,0.40384091892482116,0.9891632840507809
2022-11-06 16:47:07,9,lightGBM,66,0.28377757012150784,0.5327077717862841,0.40534223114457746,0.9893226799426746
2022-11-06 16:47:08,9,lightGBM,77,0.28923306701654605,0.5378039299006154,0.40506650398001753,0.9890346474949555
2022-11-06 16:47:08,9,lightGBM,88,0.29262532188025275,0.5409485390314431,0.40579286294418954,0.9889494606066971
2022-11-06 16:47:09,9,lightGBM,99,0.29067707418964905,0.5391447618123069,0.4054049014488539,0.9890258167749031
2022-11-06 16:47:10,10,lightGBM,11,0.2875156757018852,0.5362048822063122,0.4045098471692804,0.9891811041653693
2022-11-06 16:47:10,10,lightGBM,22,0.29243604932482614,0.5407735656675778,0.40502329033287676,0.9889350374356349
2022-11-06 16:47:11,10,lightGBM,33,0.2951891668531777,0.543313138855649,0.40672817092359054,0.9889014368855958
2022-11-06 16:47:12,10,lightGBM,44,0.2904656072131453,0.5389486127759726,0.40464725552374664,0.9889766185806201
2022-11-06 16:47:12,10,lightGBM,55,0.2872198373930204,0.5359289480826916,0.4045412164267388,0.9891215703272713
2022-11-06 16:47:13,10,lightGBM,66,0.2887075995410889,0.5373151770991481,0.4062697387530869,0.9891716155501052
2022-11-06 16:47:14,10,lightGBM,77,0.2929835479434422,0.5412795469472703,0.4058112281447116,0.9889466608951244
2022-11-06 16:47:14,10,lightGBM,88,0.2968417709824268,0.5448318740514607,0.4058714241559285,0.9888214298112467
2022-11-06 16:47:15,10,lightGBM,99,0.28911232023715233,0.5376916590734436,0.40536638565210287,0.9890718510887454
2022-11-06 16:47:15,11,lightGBM,11,0.2924269652250191,0.5407651664308816,0.4065016366008895,0.9890114183928198
2022-11-06 16:47:16,11,lightGBM,22,0.2875808012435459,0.5362656069929769,0.40464538890385193,0.9890562469915585
2022-11-06 16:47:17,11,lightGBM,33,0.2900910455365246,0.5386010077381258,0.40451362137542174,0.9890575633415791
2022-11-06 16:47:17,11,lightGBM,44,0.2923334225345347,0.5406786684663403,0.40459284463106093,0.9888997351073572
2022-11-06 16:47:18,11,lightGBM,55,0.2853517506790939,0.5341832557082765,0.40478868561185993,0.9892056125217763
2022-11-06 16:47:19,11,lightGBM,66,0.29283989748356215,0.5411468354185971,0.40684014963252496,0.9890175988195555
2022-11-06 16:47:19,11,lightGBM,77,0.2891576677496478,0.5377338261162745,0.4058991116379102,0.9890928307841483
2022-11-06 16:47:20,11,lightGBM,88,0.2941941445130564,0.5423966671293772,0.40572604240986526,0.9889100065389794
2022-11-06 16:47:21,11,lightGBM,99,0.29535080105628525,0.5434618671593116,0.4066408077750953,0.9888853488288752
2022-11-06 17:16:18,12,lightGBM,11,0.2935329647845609,0.5417868259606918,0.40653906629582715,0.9889765455622138
2022-11-06 17:16:19,12,lightGBM,22,0.2928159210808268,0.541124681640772,0.40568265081229654,0.9889040281666189
2022-11-06 17:16:20,12,lightGBM,33,0.29531263547859676,0.5434267526342412,0.4067289880842472,0.9889309544717224
2022-11-06 17:16:20,12,lightGBM,44,0.2922928824692429,0.5406411771861656,0.404667113788381,0.9888996258062924
2022-11-06 17:16:21,12,lightGBM,55,0.28454918986269295,0.5334315231242834,0.4039528249886816,0.9892024075885429
2022-11-06 17:16:22,12,lightGBM,66,0.2921656757069051,0.5405235200311871,0.4059981845891139,0.9890442465667763
2022-11-06 17:16:22,12,lightGBM,77,0.2922556662711699,0.5406067575152662,0.4064245341802126,0.9889775911076315
2022-11-06 17:16:23,12,lightGBM,88,0.291456300462975,0.5398669284768006,0.40606280473815864,0.9890019957049019
2022-11-06 17:16:24,12,lightGBM,99,0.29754608920567316,0.5454778540011255,0.4062454188800229,0.9887889814929092
2022-11-06 17:16:25,13,lightGBM,11,0.2893042136038085,0.537870071303292,0.4052790214315706,0.9891276266254798
2022-11-06 17:16:25,13,lightGBM,22,0.2942484476692338,0.5424467233463889,0.40534507627464444,0.9888568388759722
2022-11-06 17:16:26,13,lightGBM,33,0.2937152347206341,0.5419550117128119,0.40617673726242576,0.9889830977421165
2022-11-06 17:16:27,13,lightGBM,44,0.2994269275967415,0.547199166297557,0.4055066804945709,0.988664360443054
2022-11-06 17:16:27,13,lightGBM,55,0.286997941436982,0.5357218881443823,0.40417278786121097,0.9891723195660949
2022-11-06 17:16:28,13,lightGBM,66,0.2895460600774938,0.5380948430132868,0.4054199749519988,0.9891028467795595
2022-11-06 17:16:29,13,lightGBM,77,0.2911598741714734,0.5395923221947041,0.4051789999548167,0.9890148281459472
2022-11-06 17:16:30,13,lightGBM,88,0.2923742954551204,0.5407164649380675,0.4054067097079695,0.9889706021561445
2022-11-06 17:16:31,13,lightGBM,99,0.29199271845662783,0.5403635058519661,0.405691456059682,0.9889964725205976
2022-11-06 17:16:31,14,lightGBM,11,0.2880960953697866,0.5367458387074711,0.40451739746966164,0.9891416370746772
2022-11-06 17:16:32,14,lightGBM,22,0.2901060017870956,0.5386148919098837,0.4039696927393481,0.9889606174112073
2022-11-06 17:16:33,14,lightGBM,33,0.29564419981920775,0.5437317351591755,0.40750910587038114,0.9889293994243435
2022-11-06 17:16:34,14,lightGBM,44,0.295808208575669,0.5438825319640896,0.4048401403731294,0.9887777406053739
2022-11-06 17:16:34,14,lightGBM,55,0.28784649582063004,0.5365132764625961,0.40450129101919324,0.9891025775847812
2022-11-06 17:16:35,14,lightGBM,66,0.2894926137490506,0.5380451781672712,0.4046243299647482,0.9891065208180335
2022-11-06 17:16:36,14,lightGBM,77,0.29080879110263763,0.5392669015456425,0.40482391355305364,0.9890199217706975
2022-11-06 17:16:37,14,lightGBM,88,0.29283377242664144,0.5411411760591144,0.4056754345608977,0.9889515324935839
2022-11-06 17:16:37,14,lightGBM,99,0.2903357027478413,0.5388280827386795,0.40533393842758886,0.9890590789688197
2022-11-06 17:16:38,15,lightGBM,11,0.2911063796915318,0.5395427505689718,0.406139403888321,0.989030840071168
2022-11-06 17:16:39,15,lightGBM,22,0.2928243557730479,0.541132475252639,0.40532622368149046,0.9889121516025658
2022-11-06 17:16:39,15,lightGBM,33,0.2932994952410036,0.5415713205488301,0.40571320593337323,0.9889972187914218
2022-11-06 17:16:40,15,lightGBM,44,0.294724752767971,0.542885579812147,0.40452287395744657,0.9888153299794278
2022-11-06 17:16:41,15,lightGBM,55,0.2856626498477931,0.5344741807120276,0.4046907754228613,0.9891879039681456
2022-11-06 17:16:42,15,lightGBM,66,0.2902573131583725,0.5387553370114977,0.40621212876962737,0.9890733019675331
2022-11-06 17:16:42,15,lightGBM,77,0.29446459369818556,0.5426459192679749,0.4059181037646197,0.9888642750108724
2022-11-06 17:16:43,15,lightGBM,88,0.2872959763999139,0.5359999779849939,0.4047531117894138,0.989101369191251
2022-11-06 17:16:44,15,lightGBM,99,0.29211805658191875,0.5404794691585599,0.4053735826747147,0.9890162801701758
2022-11-06 17:16:44,16,lightGBM,11,0.2922727121566186,0.5406225227981337,0.4057030488962914,0.9890153292025673
2022-11-06 17:16:45,16,lightGBM,22,0.2948739048548848,0.543022932162984,0.40458897295066854,0.9888391440755888
2022-11-06 17:16:46,16,lightGBM,33,0.29394141857480444,0.5421636455672811,0.40718872096209013,0.9889705219880869
2022-11-06 17:16:47,16,lightGBM,44,0.2968619988441965,0.5448504371331608,0.4055225168238327,0.988768494218759
2022-11-06 17:16:47,16,lightGBM,55,0.28807340400856746,0.5367247003898437,0.404789807659259,0.9891106995579926
2022-11-06 17:16:48,16,lightGBM,66,0.28846390469171096,0.5370883583654658,0.4057304386616131,0.9891805690920108
2022-11-06 17:16:49,16,lightGBM,77,0.29333283527829485,0.5416021005113393,0.40565475500507264,0.9889396942848944
2022-11-06 17:16:49,16,lightGBM,88,0.2875615518690527,0.5362476590802543,0.40458852818250324,0.9891139231922583
2022-11-06 17:16:50,16,lightGBM,99,0.2904354609000292,0.538920644343886,0.4060424563420406,0.9890735718354821
2022-11-06 17:16:51,17,lightGBM,11,0.2921006827789335,0.5404633963358976,0.40706123205700134,0.9890549837946568
2022-11-06 17:16:52,17,lightGBM,22,0.2923107189760255,0.5406576726321615,0.4052593945254156,0.9889074333234068
2022-11-06 17:16:52,17,lightGBM,33,0.2937755977858806,0.542010698958868,0.4061176115820552,0.988979222335508
2022-11-06 17:16:53,17,lightGBM,44,0.29854218318963305,0.5463901382616939,0.40649298056302685,0.9887087330894142
2022-11-06 17:16:54,17,lightGBM,55,0.2901574733989079,0.5386626712506705,0.40486478413508337,0.9890292356817675
2022-11-06 17:16:55,17,lightGBM,66,0.28646118211929644,0.5352206854366678,0.4052656550492048,0.9892231851225578
2022-11-06 17:16:55,17,lightGBM,77,0.28969942619572603,0.5382373325919766,0.40486098033205575,0.9890288084391395
2022-11-06 17:16:56,17,lightGBM,88,0.28623620303591646,0.5350104700245748,0.4040306055346529,0.9891531267827415
2022-11-06 17:16:57,17,lightGBM,99,0.29238350152384524,0.5407249777140365,0.40578816042523763,0.9890021951001052
